jim|11216.9cbdba.CDS.9	0.316784498558151	0.371683204205707	0.345496975454529	1996.35281769741	0.894022757589525	2233
jim|763792.7b781e.CDS.8	0.285605650985083	0.663804923536549	0.240085833366986	1983.06248990797	0.908411584932647	2183
jim|121791.2b00b5.CDS.9	0.248487037293154	1.62070096551141	0.368687426713789	1967.24027127403	0.876666787555271	2244
jim|1384672.d8b6bb.CDS.9	0.352272707060305	0.686959294992506	0.404527215023553	2011.48005813015	0.889641777147348	2261
jim|170525.1ebeae.CDS.8	0.285605650985083	0.663804923536549	0.240085833366986	1983.06248990797	0.908411584932647	2183
jim|1384672.fad5d3.CDS.9	0.352272707060305	0.686959294992506	0.404527215023553	2011.48005813015	0.889641777147348	2261
jim|170528.716358.CDS.8	0.285605650985083	0.663804923536549	0.240085833366986	1983.06248990797	0.908411584932647	2183
jim|11216.20ffe1.CDS.9	0.316784498558151	0.371683204205707	0.345496975454529	1996.35281769741	0.894022757589525	2233
jim|11216.c67c62.CDS.9	0.316784498558151	0.371683204205707	0.345496975454529	1996.35281769741	0.894022757589525	2233
jim|2560319.20aaac.CDS.8	0.317669781301753	0.487192432153667	0.284358513043754	1996.73017923463	0.905957431594658	2204
jim|12730.0fec64.CDS.12	0.309496163090866	0.182836666113999	0.32441474703702	1993.24608428872	0.896646911510896	2223
jim|2560319.6afc75.CDS.8	0.317669781301753	0.487192432153667	0.284358513043754	1996.73017923463	0.905957431594658	2204
jim|11232.a2aa62.CDS.9	3.06626308569228	1.69330444869173	3.02765957134686	554.291458097852	0.87565791168697	633
jim|11216.82b336.CDS.9	0.316784498558151	0.371683204205707	0.345496975454529	1996.35281769741	0.894022757589525	2233
jim|1384672.5ceb5d.CDS.9	0.103274397646364	0.226340327065183	0.116203826888911	1817.29807847571	0.902332710265991	2014
jim|11232.80cfc6.CDS.8	0.280739058170728	0.565517359658556	0.242194056208736	1980.98805102536	0.907045810909047	2184
jim|1529450.ee35a4.CDS.9	0.249889397890861	0.221404155497481	0.235869387683484	1967.83804295173	0.902264118730733	2181
jim|12730.f607a0.CDS.12	0.309496163090866	0.182836666113999	0.32441474703702	1993.24608428872	0.896646911510896	2223
jim|11216.93bafb.CDS.9	0.316784498558151	0.371683204205707	0.345496975454529	1996.35281769741	0.894022757589525	2233
jim|2560319.a66d60.CDS.8	0.317669781301753	0.487192432153667	0.284358513043754	1996.73017923463	0.905957431594658	2204
jim|2560602.6090c2.CDS.9	0.352272707060305	0.686959294992506	0.404527215023553	2011.48005813015	0.889641777147348	2261
jim|2928189.f86afb.CDS.5	0.2541612564701	0.550788726933718	0.216895382107726	1969.65896980463	0.906841146318889	2172
jim|3052593.800ea8.CDS.7	0.139615821598324	2.18956909848408	0.29911607293601	1920.83271435492	0.868761969405212	2211
jim|11234.b506d7.CDS.8	0.285605650985083	0.663804923536549	0.240085833366986	1983.06248990797	0.908411584932647	2183
jim|1384672.989f8e.CDS.9	0.352272707060305	0.686959294992506	0.404527215023553	2011.48005813015	0.889641777147348	2261
jim|11234.7a736c.CDS.8	0.285605650985083	0.663804923536549	0.240085833366986	1983.06248990797	0.908411584932647	2183
jim|2560319.eb7cf1.CDS.8	0.317669781301753	0.487192432153667	0.284358513043754	1996.73017923463	0.905957431594658	2204
jim|11234.62674f.CDS.14	4.05697326860696	1.71431641247499	4.06068876380479	131.990311642177	0.923009172322914	143
